Date,META_Price,TESLA_Price,MICROSOFT_Price,ORACLE_Price
2022-03-14,186.63,255.46,276.44,77.07
2022-03-15,192.03,267.3,287.15,80.6
2022-03-16,203.63,280.08,294.39,79.96
2022-03-17,207.84,290.53,295.22,80.6
2022-03-18,216.49,301.8,300.43,81.68
2022-03-21,211.49,307.05,299.16,80.96
2022-03-22,216.65,331.33,304.06,81.8
2022-03-23,213.46,333.04,299.49,80.39
2022-03-24,219.57,337.97,304.1,82.24
2022-03-25,221.82,336.88,303.68,81.73
2022-03-28,223.59,363.95,310.7,83.6
2022-03-29,229.86,366.52,315.41,84.29
2022-03-30,227.85,364.66,313.86,83.36
2022-03-31,222.36,359.2,308.31,82.73
2022-04-01,224.85,361.53,309.42,82.01
2022-04-04,233.89,381.82,314.97,84.07
2022-04-05,231.84,363.75,310.88,82.94
2022-04-06,223.3,348.59,299.5,82.12
2022-04-07,222.95,352.42,301.37,81.54
2022-04-08,222.33,341.83,296.97,80.94
2022-04-11,216.46,325.31,285.26,79.76
2022-04-12,214.14,328.98,282.06,79.33
2022-04-13,214.99,340.79,287.62,79.75
2022-04-14,210.18,328.33,279.83,79.45
2022-04-18,210.77,334.76,280.52,78.22
2022-04-19,217.31,342.72,285.3,79.56
2022-04-20,200.42,325.73,286.36,80.29
2022-04-21,188.07,336.26,280.81,79.48
2022-04-22,184.11,335.02,274.03,76.21
2022-04-25,186.99,332.67,280.72,76.98
2022-04-26,180.95,292.14,270.22,74.51
2022-04-27,174.95,293.84,283.22,74.76
2022-04-28,205.73,292.5,289.63,76.14
2022-04-29,200.47,290.25,277.52,73.4
2022-05-02,211.13,300.98,284.47,74.0
2022-05-03,212.03,303.08,281.78,73.29
2022-05-04,223.41,317.54,289.98,75.21
2022-05-05,208.28,291.09,277.35,72.8
2022-05-06,203.77,288.55,274.73,72.49
2022-05-09,196.21,262.37,264.58,71.54
2022-05-10,197.65,266.68,269.5,72.53
2022-05-11,188.74,244.67,260.55,71.03
2022-05-12,191.24,242.67,255.35,70.73
2022-05-13,198.62,256.53,261.12,71.17
2022-05-16,200.04,241.46,261.5,69.71
2022-05-17,202.62,253.87,266.82,71.88
2022-05-18,192.24,236.6,254.08,68.3
2022-05-19,191.29,236.47,253.14,67.04
2022-05-20,193.54,221.3,252.56,68.63
2022-05-23,196.23,224.97,260.65,70.04
2022-05-24,181.28,209.39,259.62,69.03
2022-05-25,183.83,219.6,262.52,69.83
2022-05-26,191.63,235.91,265.9,71.66
2022-05-27,195.13,253.21,273.24,72.78
2022-05-31,193.64,252.75,271.87,71.92
2022-06-01,188.64,246.79,272.42,71.6
2022-06-02,198.86,258.33,274.58,73.14
2022-06-03,190.78,234.52,270.02,71.79
2022-06-06,194.25,238.28,268.75,72.97
2022-06-07,195.65,238.89,272.5,72.69
2022-06-08,196.64,241.87,270.41,71.38
2022-06-09,184.0,239.71,264.79,69.22
2022-06-10,175.57,232.23,252.99,67.14
2022-06-13,164.26,215.74,242.26,64.05
2022-06-14,163.73,220.89,244.49,70.72
2022-06-15,169.35,233.0,251.76,69.7
2022-06-16,160.87,213.1,244.97,68.71
2022-06-17,163.74,216.76,247.65,67.72
2022-06-21,157.05,237.04,253.74,67.68
2022-06-22,155.85,236.09,253.13,66.53
2022-06-23,158.75,235.07,258.86,67.63
2022-06-24,170.16,245.71,267.7,70.7
2022-06-27,169.49,244.92,264.89,70.41
2022-06-28,160.68,232.66,256.48,68.58
2022-06-29,163.94,228.49,260.26,69.21
2022-06-30,161.25,224.47,256.83,69.87
2022-07-01,160.03,227.26,259.58,70.87
2022-07-05,168.19,233.07,262.85,71.99
2022-07-06,169.77,231.73,266.21,71.66
2022-07-07,172.19,244.54,268.4,71.83
2022-07-08,170.88,250.76,267.66,71.87
2022-07-11,162.88,234.34,264.51,71.57
2022-07-12,163.27,233.07,253.67,70.41
2022-07-13,163.49,237.04,252.72,70.03
2022-07-14,158.05,238.31,254.08,69.45
2022-07-15,164.7,240.07,256.72,70.74
2022-07-18,167.23,240.55,254.25,70.21
2022-07-19,175.78,245.53,259.53,72.24
2022-07-20,183.09,247.5,262.27,72.59
2022-07-21,183.17,271.71,264.84,74.54
2022-07-22,169.27,272.24,260.36,74.9
2022-07-25,166.65,268.43,258.83,74.86
2022-07-26,159.15,258.86,251.9,74.03
2022-07-27,169.58,274.82,268.74,75.87
2022-07-28,160.72,280.9,276.41,77.04
2022-07-29,159.1,297.15,280.74,77.84
2022-08-01,159.93,297.28,278.01,77.44
2022-08-02,160.19,300.59,274.82,76.35
2022-08-03,168.8,307.4,282.47,77.37
2022-08-04,170.57,308.63,283.65,77.4
2022-08-05,167.11,288.17,282.91,77.35
2022-08-08,170.25,290.42,280.32,76.47
2022-08-09,168.53,283.33,282.3,76.77
2022-08-10,178.34,294.36,289.16,77.54
2022-08-11,177.49,286.63,287.02,77.16
2022-08-12,180.5,300.03,291.91,79.15
2022-08-15,180.89,309.32,293.47,79.11
2022-08-16,179.47,306.56,292.71,79.52
2022-08-17,174.85,304.0,291.32,79.25
2022-08-18,174.66,302.87,290.17,79.32
2022-08-19,167.96,296.67,286.15,78.66
2022-08-22,163.05,289.91,277.75,76.46
2022-08-23,161.11,296.45,276.44,76.41
2022-08-24,163.26,297.1,275.79,76.17
2022-08-25,168.78,296.07,278.85,76.89
2022-08-26,161.78,288.09,268.09,74.65
2022-08-29,159.17,284.82,265.23,74.19
2022-08-30,157.16,277.7,262.97,74.14
2022-08-31,162.93,275.61,261.47,74.15
2022-09-01,165.36,277.16,260.4,75.3
2022-09-02,160.32,270.21,256.06,74.68
2022-09-06,158.54,274.42,253.25,73.83
2022-09-07,160.39,283.7,258.09,74.49
2022-09-08,162.06,289.26,258.52,74.65
2022-09-09,169.15,299.68,264.46,75.91
2022-09-12,168.96,304.42,266.65,77.08
2022-09-13,153.13,292.13,251.99,76.04
2022-09-14,151.47,302.61,252.22,72.12
2022-09-15,149.55,303.75,245.38,70.24
2022-09-16,146.29,303.35,244.74,68.83
2022-09-19,148.02,309.07,244.52,69.07
2022-09-20,146.09,308.73,242.45,68.11
2022-09-21,142.12,300.8,238.95,66.75
2022-09-22,142.82,288.59,240.98,66.03
2022-09-23,140.41,275.33,237.92,64.55
2022-09-26,136.37,276.01,237.45,63.45
2022-09-27,134.4,282.94,236.41,62.42
2022-09-28,141.61,287.81,241.07,63.07
2022-09-29,136.41,268.21,237.5,61.4
2022-09-30,135.68,265.25,232.9,61.07
2022-10-03,138.61,242.4,240.74,63.08
2022-10-04,140.28,249.44,248.88,65.69
2022-10-05,138.98,240.81,249.2,66.64
2022-10-06,139.07,238.13,246.79,65.3
2022-10-07,133.45,223.07,234.24,63.29
2022-10-10,133.79,222.96,229.25,62.57
2022-10-11,128.54,216.5,225.41,62.41
2022-10-12,127.5,217.24,225.75,63.78
2022-10-13,130.29,221.72,234.24,65.2
2022-10-14,126.76,204.99,228.56,64.31
2022-10-17,134.04,219.35,237.53,67.02
2022-10-18,132.8,220.19,238.5,67.03
2022-10-19,133.23,222.04,236.48,66.3
2022-10-20,131.53,207.28,236.15,69.25
2022-10-21,130.01,214.44,242.12,72.7
2022-10-24,129.72,211.25,247.25,72.92
2022-10-25,137.51,222.41,250.66,73.14
2022-10-26,129.82,224.64,231.32,74.82
2022-10-27,97.94,225.09,226.75,75.15
2022-10-28,99.2,228.52,235.87,77.36
2022-10-31,93.16,227.54,232.13,78.07
2022-11-01,95.2,227.82,228.17,77.11
2022-11-02,90.54,214.98,220.1,75.12
2022-11-03,88.91,215.31,214.25,75.03
2022-11-04,90.79,207.47,221.39,76.0
2022-11-07,96.72,197.08,227.87,76.74
2022-11-08,96.47,191.3,228.87,75.64
2022-11-09,101.47,177.59,224.51,75.66
2022-11-10,111.87,190.72,242.98,77.17
2022-11-11,113.02,195.97,247.11,77.74
2022-11-14,114.22,190.95,241.55,78.53
2022-11-15,117.08,194.42,241.97,79.18
2022-11-16,113.23,186.92,241.73,79.89
2022-11-17,111.45,183.17,241.68,79.2
2022-11-18,112.05,180.19,241.22,79.73
2022-11-21,109.86,167.87,242.05,79.82
2022-11-22,111.44,169.91,245.03,82.12
2022-11-23,112.24,183.2,247.58,82.56
2022-11-25,111.41,182.86,247.49,82.72
2022-11-28,108.78,182.92,241.76,81.39
2022-11-29,109.46,180.83,240.33,80.85
2022-11-30,118.1,194.7,255.14,83.03
2022-12-01,120.44,194.7,254.69,84.11
2022-12-02,123.49,194.86,255.02,83.35
2022-12-05,122.43,182.45,250.2,79.43
2022-12-06,114.12,179.82,245.12,78.91
2022-12-07,113.93,174.04,244.37,78.78
2022-12-08,115.33,173.44,247.4,80.07
2022-12-09,115.9,179.05,245.42,79.86
2022-12-12,114.71,167.82,252.51,81.28
2022-12-13,120.15,160.95,256.92,80.56
2022-12-14,121.59,156.8,257.22,81.82
2022-12-15,116.15,157.67,249.01,80.07
2022-12-16,119.43,150.23,244.69,79.58
2022-12-19,114.48,149.87,240.45,80.5
2022-12-20,117.09,137.8,241.8,80.94
2022-12-21,119.76,137.57,244.43,81.5
2022-12-22,117.12,125.35,238.19,80.49
2022-12-23,118.04,123.15,238.73,80.85
2022-12-27,116.88,109.1,236.96,80.98
2022-12-28,115.62,112.71,234.53,80.33
2022-12-29,120.26,121.82,241.01,81.4
2022-12-30,120.34,123.18,239.82,81.74
2023-01-03,124.74,108.1,239.58,83.72
2023-01-04,127.37,113.64,229.1,84.48
2023-01-05,126.94,110.34,222.31,84.31
2023-01-06,130.02,113.06,224.93,85.66
2023-01-09,129.47,119.77,227.12,86.42
2023-01-10,132.99,118.85,228.85,86.5
2023-01-11,132.89,123.22,235.77,88.6
2023-01-12,136.71,123.56,238.51,88.78
2023-01-13,136.98,122.4,239.23,89.2
2023-01-17,135.36,131.49,240.35,88.6
2023-01-18,133.02,128.78,235.81,86.71
2023-01-19,136.15,127.17,231.93,85.94
2023-01-20,139.37,133.42,240.22,87.25
2023-01-23,143.27,143.75,242.58,88.97
2023-01-24,143.14,143.89,242.04,89.7
2023-01-25,141.5,144.43,240.61,89.64
2023-01-26,147.3,160.27,248.0,89.83
2023-01-27,151.74,177.9,248.16,88.99
2023-01-30,147.06,166.66,242.71,87.35
2023-01-31,148.97,173.22,247.81,88.46
2023-02-01,153.12,181.41,252.75,90.05
2023-02-02,188.77,188.27,264.6,89.38
2023-02-03,186.53,189.98,258.35,89.62
2023-02-06,186.06,194.76,256.77,88.53
2023-02-07,191.62,196.81,267.56,87.74
2023-02-08,183.43,201.29,266.73,86.69
2023-02-09,177.92,207.32,263.62,86.65
2023-02-10,174.15,196.89,263.1,87.14
2023-02-13,179.43,194.64,271.32,89.42
2023-02-14,179.48,209.25,272.17,89.09
2023-02-15,177.16,214.24,269.32,88.34
2023-02-16,172.44,202.04,262.15,87.72
2023-02-17,172.88,208.31,258.06,87.28
2023-02-21,172.08,197.37,252.67,86.2
2023-02-22,171.12,200.86,251.51,86.32
2023-02-23,172.04,202.07,254.77,88.58
2023-02-24,170.39,196.88,249.22,88.66
2023-02-27,169.54,207.63,250.16,87.96
2023-02-28,174.94,205.71,249.42,87.4
2023-03-01,173.42,202.77,246.27,86.34
2023-03-02,174.53,190.9,251.11,86.97
2023-03-03,185.25,197.79,255.29,89.25
2023-03-06,184.9,193.81,256.87,89.74
2023-03-07,184.51,187.71,254.15,88.36
2023-03-08,184.97,182.0,253.7,88.49
2023-03-09,181.69,172.92,252.32,86.87
2023-03-10,179.51,173.44,248.59,84.07
2023-03-13,180.9,174.48,253.92,84.93
2023-03-14,194.02,183.26,260.79,84.56
2023-03-15,197.75,180.45,265.44,82.98
2023-03-16,204.93,184.13,276.2,84.82
2023-03-17,195.61,180.13,279.43,85.26
2023-03-20,197.81,183.25,272.23,86.96
2023-03-21,202.16,197.58,273.78,87.58
2023-03-22,199.81,191.15,272.29,87.9
2023-03-23,204.28,192.22,277.66,87.78
2023-03-24,206.01,190.41,280.57,88.01
2023-03-27,202.84,191.81,276.38,90.14
2023-03-28,200.68,189.19,275.23,89.85
2023-03-29,205.35,193.88,280.51,90.62
2023-03-30,207.84,195.28,284.05,90.51
2023-03-31,211.94,207.46,288.3,92.92
2023-04-03,213.07,194.77,287.23,93.92
2023-04-04,214.72,192.58,287.18,94.0
2023-04-05,211.48,185.52,284.34,94.89
2023-04-06,216.1,185.06,291.6,95.92
2023-04-10,214.75,184.51,289.39,93.76
2023-04-11,213.85,186.79,282.83,93.97
2023-04-12,214.0,180.54,283.49,93.9
2023-04-13,220.35,185.9,289.84,95.55
2023-04-14,221.49,185.0,286.14,95.71
2023-04-17,218.86,187.04,288.8,95.59
2023-04-18,217.89,184.31,288.37,96.47
2023-04-19,215.7,180.59,288.45,95.81
2023-04-20,213.07,162.99,286.11,94.83
2023-04-21,212.89,165.08,285.76,95.15
2023-04-24,212.79,162.55,281.77,95.44
2023-04-25,207.55,160.67,275.42,94.06
2023-04-26,209.4,153.75,295.37,93.71
2023-04-27,238.56,160.19,304.83,95.04
2023-04-28,240.32,164.31,307.26,94.72
2023-05-01,243.18,161.83,305.56,94.87
2023-05-02,239.24,160.31,305.41,94.8
2023-05-03,237.03,160.61,304.4,94.78
2023-05-04,233.52,161.2,305.41,94.97
2023-05-05,232.78,170.06,310.65,96.97
2023-05-08,233.27,171.79,308.65,96.79
2023-05-09,233.37,169.15,307.0,96.14
2023-05-10,233.08,168.54,312.31,97.52
2023-05-11,235.79,172.08,310.11,97.44
2023-05-12,233.81,167.98,308.97,97.85
2023-05-15,238.86,166.35,309.46,97.26
2023-05-16,238.82,166.52,311.74,98.25
2023-05-17,242.49,173.86,314.0,99.77
2023-05-18,246.85,176.89,318.52,102.34
2023-05-19,245.64,180.14,318.34,102.84
2023-05-22,248.32,188.87,321.18,101.77
2023-05-23,246.74,185.77,315.26,98.54
2023-05-24,249.21,182.9,313.85,98.32
2023-05-25,252.69,184.47,325.92,104.29
2023-05-26,262.04,193.17,332.89,104.08
2023-05-30,262.52,201.16,331.21,105.15
2023-05-31,264.72,203.93,328.39,105.94
2023-06-01,272.61,207.52,332.58,105.99
2023-06-02,272.61,213.97,335.4,105.89
2023-06-05,271.39,217.61,335.94,106.93
2023-06-06,271.12,221.31,333.68,107.1
2023-06-07,263.6,224.57,323.38,105.25
2023-06-08,264.58,234.86,325.26,107.48
2023-06-09,264.95,244.4,326.79,109.85
2023-06-12,271.05,249.83,331.85,116.43
2023-06-13,271.32,258.71,334.29,116.68
2023-06-14,273.35,256.79,337.34,122.27
2023-06-15,281.83,255.9,348.1,126.55
2023-06-16,281.0,260.54,342.33,125.46
2023-06-20,284.33,274.45,338.05,122.04
2023-06-21,281.64,259.46,333.56,122.1
2023-06-22,284.88,264.61,339.71,120.58
2023-06-23,288.73,256.6,335.02,118.64
2023-06-26,278.47,241.05,328.6,116.78
2023-06-27,287.05,250.21,334.57,117.84
2023-06-28,285.29,256.24,335.85,116.53
2023-06-29,281.53,257.5,335.05,117.78
2023-06-30,286.98,261.77,340.54,119.09
2023-07-03,286.02,279.82,337.99,117.15
2023-07-05,294.37,282.48,338.15,115.96
2023-07-06,291.99,276.54,341.27,115.45
2023-07-07,290.53,274.43,337.22,114.61
2023-07-10,294.1,269.61,331.83,114.38
2023-07-11,298.29,269.79,332.47,114.88
2023-07-12,309.34,271.99,337.2,116.02
2023-07-13,313.41,277.9,342.66,117.45
2023-07-14,308.87,281.38,345.24,119.27
2023-07-17,310.62,290.38,345.73,118.89
2023-07-18,312.05,293.34,359.49,120.77
2023-07-19,316.01,291.26,355.08,118.69
2023-07-20,302.52,262.9,346.87,115.88
2023-07-21,294.26,260.02,343.77,117.65
2023-07-24,291.61,269.06,345.11,118.07
2023-07-25,294.47,265.28,350.98,117.95
2023-07-26,298.57,264.35,337.77,115.5
2023-07-27,311.71,255.71,330.72,116.4
2023-07-28,325.48,266.44,338.37,115.99
2023-07-31,318.6,267.43,335.92,117.23
2023-08-01,322.71,261.07,336.34,117.91
2023-08-02,314.31,254.11,327.5,115.71
2023-08-03,313.19,259.32,326.66,114.55
2023-08-04,310.73,253.86,327.78,114.44
2023-08-07,316.56,251.45,330.11,116.1
2023-08-08,312.64,249.7,326.05,115.23
2023-08-09,305.21,242.19,322.23,113.1
2023-08-10,305.74,245.34,322.93,112.99
2023-08-11,301.64,242.65,321.01,113.06
2023-08-14,306.19,239.76,324.04,115.57
2023-08-15,301.95,232.96,321.86,117.29
2023-08-16,294.29,225.6,320.4,115.34
2023-08-17,285.09,219.22,316.88,114.88
2023-08-18,283.25,215.49,316.48,116.46
2023-08-21,289.9,231.28,321.88,116.59
2023-08-22,287.6,233.19,322.46,116.54
2023-08-23,294.24,236.86,327.0,117.84
2023-08-24,286.75,230.04,319.97,112.91
2023-08-25,285.5,238.59,322.98,116.06
2023-08-28,290.26,238.82,323.7,116.84
2023-08-29,297.99,257.18,328.41,120.65
2023-08-30,295.1,256.9,328.79,121.12
2023-08-31,295.89,258.08,327.76,120.39
2023-09-01,296.38,245.01,328.66,120.93
2023-09-05,300.15,256.49,333.55,123.98
2023-09-06,299.17,251.92,332.88,124.33
2023-09-07,298.67,251.49,329.91,125.09
2023-09-08,297.89,248.5,334.27,126.32
2023-09-11,307.56,273.58,337.94,126.71
2023-09-12,301.66,267.48,331.77,109.61
2023-09-13,305.06,271.3,336.06,111.84
2023-09-14,311.72,276.04,338.7,113.66
2023-09-15,300.31,274.39,330.22,113.91
2023-09-18,302.55,265.28,329.06,112.21
2023-09-19,305.07,266.5,328.65,112.77
2023-09-20,299.67,262.59,320.77,112.87
2023-09-21,295.73,255.7,319.53,109.43
2023-09-22,299.08,244.88,317.01,109.03
2023-09-25,300.83,246.99,317.54,108.3
2023-09-26,298.96,244.12,312.14,104.88
2023-09-27,297.74,240.5,312.79,104.62
2023-09-28,303.96,246.38,313.64,106.15
2023-09-29,300.21,250.22,315.75,105.92
2023-10-02,306.82,251.6,321.8,106.71
2023-10-03,300.94,246.53,313.39,104.52
2023-10-04,305.58,261.16,318.95,107.08
2023-10-05,304.79,260.05,319.36,108.35
2023-10-06,315.43,260.53,327.26,109.96
2023-10-09,318.36,259.67,329.82,110.32
2023-10-10,321.84,263.62,328.39,109.71
2023-10-11,327.82,262.99,332.42,109.64
2023-10-12,324.16,258.87,331.16,109.11
2023-10-13,314.69,251.12,327.73,108.25
2023-10-16,321.15,253.92,332.64,108.71
2023-10-17,324.0,254.85,332.06,109.04
2023-10-18,316.97,242.68,330.11,108.25
2023-10-19,312.81,220.11,331.32,108.34
2023-10-20,308.65,211.99,326.67,101.85
2023-10-23,314.01,212.08,329.32,103.66
2023-10-24,312.55,216.52,330.53,103.2
2023-10-25,299.53,212.42,340.67,101.43
2023-10-26,288.35,205.76,327.89,100.4
2023-10-27,296.73,207.3,329.81,100.99
2023-10-30,302.66,197.36,337.31,101.65
2023-10-31,301.27,200.84,338.11,103.4
2023-11-01,311.85,205.66,346.07,105.75
2023-11-02,310.87,218.51,348.32,106.87
2023-11-03,314.6,219.96,352.8,108.05
2023-11-06,315.8,219.27,356.53,109.11
2023-11-07,318.82,222.18,360.53,108.99
2023-11-08,319.78,222.11,363.2,112.33
2023-11-09,320.55,209.98,360.69,112.18
2023-11-10,328.77,214.65,369.67,113.07
2023-11-13,329.19,223.71,366.68,114.15
2023-11-14,336.31,237.41,370.27,116.1
2023-11-15,332.71,242.84,369.67,114.06
2023-11-16,334.19,233.59,376.17,114.67
2023-11-17,335.04,234.3,369.85,115.36
2023-11-20,339.97,235.6,377.44,116.92
2023-11-21,336.98,241.2,373.07,116.08
2023-11-22,341.49,234.21,377.85,116.24
2023-11-24,338.23,235.45,377.43,116.25
2023-11-27,334.7,236.08,378.61,116.47
2023-11-28,338.99,246.72,382.7,116.24
2023-11-29,332.2,244.14,378.85,116.21
2023-11-30,327.15,240.08,378.91,116.21
2023-12-01,324.82,238.83,374.51,117.16
2023-12-04,320.02,235.58,369.14,115.78
2023-12-05,318.29,238.72,372.52,114.53
2023-12-06,317.45,239.37,368.8,112.03
2023-12-07,326.59,242.64,370.95,112.87
2023-12-08,332.75,243.84,374.23,113.61
2023-12-11,325.28,239.74,371.3,115.13
2023-12-12,334.22,237.01,374.38,100.81
2023-12-13,334.74,239.29,374.37,102.99
2023-12-14,333.17,251.05,365.93,100.31
2023-12-15,334.92,253.5,370.73,103.32
2023-12-18,344.62,252.08,372.65,105.0
2023-12-19,350.36,257.22,373.26,106.25
2023-12-20,349.28,247.14,370.62,104.15
2023-12-21,354.09,254.5,373.54,105.86
2023-12-22,353.39,252.54,374.58,106.2
2023-12-26,354.83,256.61,374.66,106.19
2023-12-27,357.83,261.44,374.07,105.94
2023-12-28,358.32,253.18,375.28,106.25
2023-12-29,353.96,248.48,376.04,105.43
2024-01-02,346.29,248.42,370.87,104.06
2024-01-03,344.47,238.45,370.6,102.46
2024-01-04,347.12,237.93,367.94,102.59
2024-01-05,351.95,237.49,367.75,102.73
2024-01-08,358.66,240.45,374.69,104.66
2024-01-09,357.43,234.96,375.79,103.63
2024-01-10,370.47,233.94,382.77,103.92
2024-01-11,369.67,227.22,384.63,104.77
2024-01-12,374.49,218.89,388.47,106.6
2024-01-16,367.46,219.91,390.27,106.57
2024-01-17,368.37,215.55,389.47,106.43
2024-01-18,376.13,211.88,393.87,108.7
2024-01-19,383.45,212.19,398.67,109.67
2024-01-22,381.78,208.8,396.51,110.1
2024-01-23,385.2,209.14,398.9,111.83
2024-01-24,390.7,207.83,402.56,114.31
2024-01-25,393.18,182.63,404.87,115.0
2024-01-26,394.14,183.25,403.93,114.64
2024-01-29,401.02,190.93,409.72,113.75
2024-01-30,400.06,191.59,408.59,114.16
2024-01-31,390.14,187.29,397.58,111.7
2024-02-01,394.78,188.86,403.78,115.53
2024-02-02,474.99,187.91,411.22,115.79
2024-02-05,459.41,181.06,405.65,116.39
2024-02-06,454.72,185.1,405.49,115.3
2024-02-07,469.59,187.58,414.05,117.27
2024-02-08,470.0,189.56,414.11,116.68
2024-02-09,468.11,193.57,420.55,116.64
2024-02-12,468.9,188.13,415.26,115.84
2024-02-13,460.12,184.02,406.32,113.68
2024-02-14,473.28,188.71,409.49,114.26
2024-02-15,484.03,200.45,406.56,112.78
2024-02-16,473.32,199.95,404.06,111.31
2024-02-20,471.75,193.76,402.79,108.45
2024-02-21,468.03,194.77,402.18,108.16
2024-02-22,486.13,197.41,411.65,111.01
2024-02-23,484.03,191.97,410.34,111.95
2024-02-26,481.74,199.4,407.54,110.97
2024-02-27,487.05,199.73,407.48,111.38
2024-02-28,484.02,202.04,407.72,111.68
2024-02-29,490.13,201.88,413.64,111.68
2024-03-01,502.3,202.64,415.5,113.78
2024-03-04,498.19,188.14,414.92,114.06
2024-03-05,490.22,180.74,402.65,110.94
2024-03-06,496.09,176.54,402.09,112.27
2024-03-07,512.19,178.65,409.14,114.54
2024-03-08,505.95,175.34,406.22,112.42
2024-03-11,483.59,177.77,404.52,114.13
2024-03-12,499.75,177.54,415.28,127.54
2024-03-13,495.57,169.48,415.1,125.52
2024-03-14,491.83,162.5,425.22,125.53
2024-03-15,484.1,163.57,416.42,125.54
2024-03-18,496.98,173.8,417.32,127.8
2024-03-19,496.24,171.32,421.41,129.19
2024-03-20,505.52,175.66,425.23,129.24
2024-03-21,507.76,172.82,429.37,129.01
2024-03-22,509.58,170.83,428.74,127.79
2024-03-25,503.02,172.63,422.86,126.08
2024-03-26,495.89,177.67,421.65,126.47
2024-03-27,493.86,179.83,421.43,125.27
2024-03-28,485.58,175.79,420.72,125.61
2024-04-01,491.35,175.22,424.57,125.48
2024-04-02,497.37,166.63,421.44,124.34
2024-04-03,506.74,168.38,420.45,126.24
2024-04-04,510.92,171.11,417.88,124.19
2024-04-05,527.34,164.9,425.52,124.9
2024-04-08,519.25,172.98,424.59,124.35
2024-04-09,516.9,176.88,426.28,123.23
2024-04-10,519.83,171.76,423.26,121.75
2024-04-11,523.16,174.6,427.93,123.24
2024-04-12,511.9,171.05,421.9,121.11
2024-04-15,500.23,161.48,413.64,119.88
2024-04-16,499.76,157.11,414.58,120.62
2024-04-17,494.17,155.45,411.84,118.67
2024-04-18,501.8,149.93,404.27,116.0
2024-04-19,481.07,147.05,399.12,114.88
2024-04-22,481.73,142.05,400.96,114.53
2024-04-23,496.1,144.68,407.57,115.09
2024-04-24,493.5,162.13,409.06,115.34
2024-04-25,441.38,170.18,399.04,114.89
2024-04-26,443.29,168.29,406.32,117.21
2024-04-29,432.62,194.05,402.25,116.49
2024-04-30,430.17,183.28,389.33,113.75
2024-05-01,439.19,179.99,394.94,114.63
2024-05-02,441.68,180.01,397.84,114.96
2024-05-03,451.96,181.19,406.66,115.8
2024-05-06,465.68,184.76,413.54,118.34
2024-05-07,468.24,177.81,409.34,117.93
2024-05-08,472.6,174.72,410.54,117.39
2024-05-09,475.42,171.97,412.32,116.64
2024-05-10,476.2,168.47,414.74,116.67
2024-05-13,468.01,171.89,413.72,116.37
2024-05-14,471.85,177.55,416.56,120.87
2024-05-15,481.54,173.99,423.08,121.63
2024-05-16,473.23,174.84,420.99,122.16
2024-05-17,471.91,177.46,420.21,123.5
2024-05-20,468.84,174.95,425.34,124.52
2024-05-21,464.63,186.6,429.04,124.63
2024-05-22,467.78,180.11,430.52,124.6
2024-05-23,465.78,173.74,427.0,124.09
2024-05-24,478.22,179.24,430.16,122.91
2024-05-28,479.92,176.75,430.32,124.49
2024-05-29,474.36,176.19,429.17,123.74
2024-05-30,467.05,178.79,414.67,117.09
2024-05-31,466.83,178.08,415.13,117.19
2024-06-03,477.49,176.29,413.52,119.28
2024-06-04,476.99,174.77,416.07,120.07
2024-06-05,495.06,175.0,424.01,122.63
2024-06-06,493.76,177.94,424.52,123.5
2024-06-07,492.96,177.48,423.85,125.92
2024-06-10,502.6,173.79,427.87,124.5
2024-06-11,507.47,170.66,432.68,123.88
2024-06-12,508.84,177.29,441.06,140.38
2024-06-13,504.1,182.47,441.58,139.85
2024-06-14,504.16,178.01,442.57,138.13
2024-06-17,506.63,187.44,448.37,141.31
2024-06-18,499.49,184.86,446.34,144.64
2024-06-20,501.7,181.57,445.7,142.91
2024-06-21,494.78,183.01,449.78,141.5
2024-06-24,498.91,182.58,447.67,139.89
2024-06-25,510.6,187.35,450.95,139.17
2024-06-26,513.12,196.37,452.16,138.23
2024-06-27,519.56,197.42,452.85,140.18
2024-06-28,504.22,197.88,446.95,141.2
2024-07-01,504.68,209.86,456.73,143.09
2024-07-02,509.5,231.26,459.28,143.28
2024-07-03,509.96,246.39,460.77,144.38
2024-07-05,539.91,251.52,467.56,144.83
2024-07-08,529.32,252.94,466.24,145.03
2024-07-09,530.0,262.33,459.54,140.68
2024-07-10,534.69,263.26,466.25,142.07
2024-07-11,512.7,241.03,454.7,142.76
2024-07-12,498.87,248.23,453.55,144.77
2024-07-15,496.16,252.64,453.96,143.07
2024-07-16,489.79,256.56,449.52,142.61
2024-07-17,461.99,248.5,443.52,139.26
2024-07-18,475.85,249.23,440.37,138.03
2024-07-19,476.79,239.2,437.11,138.56
2024-07-22,487.4,251.51,442.94,140.17
2024-07-23,488.69,246.38,444.85,143.11
2024-07-24,461.27,215.99,428.9,138.77
2024-07-25,453.41,220.25,418.4,137.82
2024-07-26,465.7,219.8,425.27,139.01
2024-07-29,465.71,232.1,426.73,138.31
2024-07-30,463.19,222.62,422.92,135.67
2024-07-31,474.83,232.07,418.35,139.45
2024-08-01,497.74,216.86,417.11,137.51
2024-08-02,488.14,207.67,408.49,133.28
2024-08-05,475.73,198.88,395.15,127.86
2024-08-06,494.09,200.64,399.61,128.21
2024-08-07,488.92,191.76,398.43,125.9
2024-08-08,509.63,198.84,402.69,128.96
2024-08-09,517.77,200.0,406.02,132.06
2024-08-12,515.95,197.49,406.81,132.58
